Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
,,,,,,,,,,I'll stop hurtin',,,,,,,
,,,,,,,,,,You'll be burnin',,,,,,,
,,,,,,,,,,Never returnin' (yeah),,,,,,,
,,,,,,,,,,Turns out you pay a price,,,,,,,
,,,,,,,,,,"To that, I'm sayin'_________",,,,,,,
,,,,,,,,,,For--------ev---er it's goodbye,,,,,,,
,,,,,,,,,,For--------ev---er it's goodbye,,,,,,,
,,,,,,,,,,Turns out you pay a price,,,,,,,
,,,,,,,,,,"To that, I'm sayin'_________",,,,,,,
,,,,,,,,,,For--------ev---er it's goodbye,,,,,,,
,,,,,,,,,,For--------ev---er it's goodbye,,,,,,,
,,,,,,,,,,It’s goodbye,,,,,,,
,,,,,,,,,,For--------ev---er -  goodbye,,,,,,,
,,,,,,,,,,Goodbye,,,,,,,
,,,,,,,,,,Yeah,,,,,,,
116640859,LITTLE MISS WORRY,We’re Better Than This,KLEIGH,143,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP,Indie,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00363,She struts into the room – all quiet n’ sullen,922245691,,2025,,,,
,,,,,,,,,,"You blink twice - next thing you know, she’s gone",,,,,,,
,,,,,Let's please chat. ,,,,,She’s in n’ out – she’s up n’ down,,,,,,,
,,,,,,,,,,Always searchin’ for her way around,,,,,,,
,,,,,ONE STOP ,,,,,She’s little Miss Worry ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Life goes by in a flurry ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,She sees things gets too scary,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,The world’s not her jury…,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,So slow down – stop the hurry…,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Little Miss Worry,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,She wrinkles her nose as she takes a look around,,,,,,,
,,,,,Several placements in past year.  ,,,,,She never feels safe – afraid to make a sound ,,,,,,,
,,,,,,,,,,She won’t ever talk loud n’ she’s slow to smile,,,,,,,
,,,,,Thanks for listening! ,,,,,"Oh, she’s so kind – but her heart’s hard to find ",,,,,,,
,,,,,Greg,,,,,She’s little Miss Worry ,,,,,,,
,,,,,,,,,,Life goes by in a flurry ,,,,,,,
,,,,,,,,,,She sees things gets too scary,,,,,,,
,,,,,,,,,,The world’s not her jury…,,,,,,,
,,,,,,,,,,So slow down – stop the hurry…,,,,,,,
,,,,,,,,,,Slow down....Little Miss Worry,,,,,,,
,,,,,,,,,,Walk slow,,,,,,,
,,,,,,,,,,Walk proud,,,,,,,
,,,,,,,,,,Don't let no one knock you down,,,,,,,
,,,,,,,,,,Run wild – run free,,,,,,,
,,,,,,,,,,Be the person you’re supposed to be,,,,,,,
,,,,,,,,,,…without fear,,,,,,,
,,,,,,,,,,She’s little Miss Worry ,,,,,,,
,,,,,,,,,,Life goes by in a flurry ,,,,,,,
,,,,,,,,,,She sees things gets too scary,,,,,,,
,,,,,,,,,,The world’s not her jury…,,,,,,,
,,,,,,,,,,So slow down – ,,,,,,,
,,,,,,,,,,Slow down...stop the hurry,,,,,,,
,,,,,,,,,,Little Miss Worry,,,,,,,
,,,,,,,,,,Little Miss Worry,,,,,,,
116640975,LITTLE MISS WORRY - INSTRO,Thrilling Feeling,G Putnam Music,70,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP,Indie,ONE STOP - G Putnam Music Owns Masters & Publishing Control,QZ-GD6-21-00363,,922245691,,2023,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
118292211,CELEBRATE LIFE,We Got This,KLEIGH,110,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD62400608,We met back when we were young ,922856233,4/16/24,2025,,,,
,,,,,,,,,,When I was off  bein' --- foolish ,,,,,,,
,,,,,Let's please chat. ,,,,,Not really foolin' anyone - oh we stayed strong,,,,,,,
,,,,,,,,,,We lived wild - took our fair share of risks,,,,,,,
,,,,,ONE STOP ,,,,,Life gets rough - yeah - tough as luck ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Can get when the chips are down ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Let. yourself be around -- enough (to),,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Make mem'ries - they're waitin' to be found,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,Several placements in past year.  ,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,Thanks for listening! ,,,,,Imagine what you'll become,,,,,,,
,,,,,Greg,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life...ev'ryone!,,,,,,,
,,,,,,,,,,(If I) Made it 'bout me - you just laughed,,,,,,,
,,,,,,,,,,Our last talk - was the last time (now),,,,,,,
,,,,,,,,,,Keep seein' a ghost  I'm tryin' to get past,,,,,,,
,,,,,,,,,,That mem'ry with that only-your smile ,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Imagine what you'll become,,,,,,,
,,,,,,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life…ev'ryone!,,,,,,,
,,,,,,,,,,Be alive – find your stride,,,,,,,
,,,,,,,,,,Let’s take the time,,,,,,,
,,,,,,,,,,You’re alive – make time - show your stripes,,,,,,,
,,,,,,,,,,Be kind,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Imagine what you'll become,,,,,,,
,,,,,,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life…Celebrate your li,,,,,,,
,,,,,,,,,,Be kind!,,,,,,,
118377375,DREAMER'S DANCE,Doin’ the’ Ev'ryday,KLEIGH,88,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP,"Singer-Songwriter, SPORTS",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00629,(I'm),924278771,,2025,,,,
,,,,,,,,,,Just deluded or a lost soul dreamin' ,,,,,,,
,,,,,Let's please chat. ,,,,,May be a thin line between 'em (see),,,,,,,
,,,,,,,,,,If I don't make it ,,,,,,,
,,,,,ONE STOP ,,,,,Gotta go home n' stand n' face it ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Do my best - if it means fake it,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,The best I can - I am (yeah) ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,A dreamer brings promise to fate n',,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Luck can swing n' miss (hey),,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,'Least I was tryin' to hit ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Not ev'ry swing connects but that's,,,,,,,
,,,,,Several placements in past year.  ,,,,,Chasin' --- success.......few get (yeah),,,,,,,
,,,,,,,,,,When I look on back on that,,,,,,,
,,,,,Thanks for listening! ,,,,,Did I take the chance?,,,,,,,
,,,,,Greg,,,,,Did I dance a dreamer's dance?,,,,,,,
,,,,,,,,,,(Yeah),,,,,,,
,,,,,,,,,,Back from that chance - no one asks ,,,,,,,
,,,,,,,,,,As I'm walkin' away - was that a laugh? ,,,,,,,
,,,,,,,,,,I'm not a no - bod-y (see),,,,,,,
,,,,,,,,,,Without us dreamers,,,,,,,
,,,,,,,,,,Won't be songs to sing (yeah),,,,,,,
,,,,,,,,,,Kids won't wave like bumblebees ,,,,,,,
,,,,,,,,,,A dreamer brings promise to fate n',,,,,,,
,,,,,,,,,,Luck can swing n' miss (hey),,,,,,,
,,,,,,,,,,'Least I was tryin' to hit ,,,,,,,
,,,,,,,,,,Not ev'ry swing connects but that's,,,,,,,
,,,,,,,,,,Chasin' --- success.......few get (yeah) ,,,,,,,
,,,,,,,,,,When I look on back on that,,,,,,,
,,,,,,,,,,Did I take the chance? (to) ,,,,,,,
,,,,,,,,,,Dance a dreamer's dance? ,,,,,,,
,,,,,,,,,,Not everyone comes in 1st - losin's no sin (but) ,,,,,,,
,,,,,,,,,,If we aren't out there - see tryin's -- the win ,,,,,,,
,,,,,,,,,,To take that chance ,,,,,,,
,,,,,,,,,,Gotta dance...a dreamer's dance,,,,,,,
,,,,,,,,,,A dreamer brings promise to fate n',,,,,,,
,,,,,,,,,,Luck can swing n' miss (hey),,,,,,,
,,,,,,,,,,'Least I was tryin' to hit ,,,,,,,
,,,,,,,,,,Not ev'ry swing connects but that's,,,,,,,
,,,,,,,,,,Chasin' --- success.......few get (yeah) ,,,,,,,
,,,,,,,,,,When I look on back on that ,,,,,,,
,,,,,,,,,,Did I take that chance? ,,,,,,,
,,,,,,,,,,Did I dance?,,,,,,,
,,,,,,,,,,Not ev'ry swing connects but it's the ,,,,,,,
,,,,,,,,,,Steps to bring success.......few get,,,,,,,
,,,,,,,,,,When I look on back on that (wanna),,,,,,,
,,,,,,,,,,SEE I DANCED!,,,,,,,
118995307,DREAM OF YOU,Dance It Away,Linda Putnam,,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,Indie Folk,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00631,Try not to think about you,911309968,,2023,,,,
,,,,,,,,,,Don't want to waste my time,,,,,,,
,,,,,Let's please chat. ,,,,,Loving someone who loves someone else,,,,,,,
,,,,,,,,,,Knowing you'll never be mine ,,,,,,,
,,,,,ONE STOP ,,,,,But I dream of you every night,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,And I see your face when I open my eyes,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Gotta make it through another day,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Another night,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Another lie ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Another dream,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Another cry,,,,,,,
,,,,,Several placements in past year.  ,,,,,Try not to show my feelings ,,,,,,,
,,,,,,,,,,I might as well advertise ,,,,,,,
,,,,,Thanks for listening! ,,,,,The way my face lights up when ,,,,,,,
,,,,,Greg,,,,,You look into my eyes,,,,,,,
,,,,,,,,,,But I dream of yoU every night,,,,,,,
,,,,,,,,,,And I hear your voice,,,,,,,
,,,,,,,,,,When I close my eyes ,,,,,,,
,,,,,,,,,,Gotta make it through another day ,,,,,,,
,,,,,,,,,,Another night,,,,,,,
,,,,,,,,,,Another lie ,,,,,,,
,,,,,,,,,,Another dream,,,,,,,
,,,,,,,,,,Another cry,,,,,,,
,,,,,,,,,,Try not to think about you,,,,,,,
,,,,,,,,,,Don't want to waste my time ,,,,,,,
,,,,,,,,,,Loving someone who loves someone else ,,,,,,,
,,,,,,,,,,Knowing you'll never be mine ,,,,,,,
,,,,,,,,,,But I dream of you every night,,,,,,,
,,,,,,,,,,And I see your face when I open my eyes,,,,,,,
,,,,,,,,,,Gotta make it through another day ,,,,,,,
,,,,,,,,,,Another night,,,,,,,
,,,,,,,,,,Another lie ,,,,,,,
,,,,,,,,,,Another dream,,,,,,,
,,,,,,,,,,Another cry,,,,,,,
119798815,CELEBRATE LIFE - PIANO/VOCAL,We’re Better than This,KLEIGH,110,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Pop, SINGER/SONGWRITER",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD62400608,We met back when we were young ,922856233,4/16/24,2025,,,,
,,,,,,,,,,When I was off  bein' --- foolish ,,,,,,,
,,,,,Let's please chat. ,,,,,Not really foolin' anyone - oh we stayed strong,,,,,,,
,,,,,,,,,,We lived wild - took our fair share of risks,,,,,,,
,,,,,ONE STOP ,,,,,Life gets rough - yeah - tough as luck ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Can get when the chips are down ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Let. yourself be around -- enough (to),,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Make mem'ries - they're waitin' to be found,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,Several placements in past year.  ,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,Thanks for listening! ,,,,,Imagine what you'll become,,,,,,,
,,,,,Greg,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life...ev'ryone!,,,,,,,
,,,,,,,,,,(If I) Made it 'bout me - you just laughed,,,,,,,
,,,,,,,,,,Our last talk - was the last time (now),,,,,,,
,,,,,,,,,,Keep seein' a ghost  I'm tryin' to get past,,,,,,,
,,,,,,,,,,That mem'ry with that only-your smile ,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Imagine what you'll become,,,,,,,
,,,,,,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life…ev'ryone!,,,,,,,
,,,,,,,,,,Be alive – find your stride,,,,,,,
,,,,,,,,,,Let’s take the time,,,,,,,
,,,,,,,,,,You’re alive – make time - show your stripes,,,,,,,
,,,,,,,,,,Be kind,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Celebrate the life - for all of us,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Turn hate into love,,,,,,,
,,,,,,,,,,Celebrate life - Celebrate life,,,,,,,
,,,,,,,,,,Imagine what you'll become,,,,,,,
,,,,,,,,,,It's time to....,,,,,,,
,,,,,,,,,,Celebrate life…Celebrate your li,,,,,,,
,,,,,,,,,,Be kind!,,,,,,,
120388422,THE CEMETERY STOMP - INSTRO,TV/Film,G Putnam Music,82,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Youth,ONE STOP - G Putnam Music (100%)  Masters & (100%) Publishing Control,QZ-GD6-21-00081,,848819778,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
121109797,COME BACK - SS,Dealin' Feelin',Reed,99,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Country, Pop ",ONE STOP - G Putnam Music (100%) Masters & (100%) Publishing Control,QZ-GD6-21-00107,You‘re so far away,911309819,,2024,,,,
,,,,,,,,,,You might as well be Venus ,,,,,,,
,,,,,Let's please chat. ,,,,,"Looked for you today, but ",,,,,,,
,,,,,,,,,,Somethin’ stands between us n’ ,,,,,,,
,,,,,ONE STOP ,,,,,I can’t see through,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Can’t see past,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Can’t see you n’,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,I can’t last,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Come back - come back,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Come back - come back ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,I can make it right ,,,,,,,
,,,,,Several placements in past year.  ,,,,,Come back - come back ,,,,,,,
,,,,,,,,,,Look into my eyes,,,,,,,
,,,,,Thanks for listening! ,,,,,I’ve changed inside ,,,,,,,
,,,,,Greg,,,,,No act - no lie ,,,,,,,
,,,,,,,,,,"Baby, come back",,,,,,,
,,,,,,,,,,Was it somethin’ I said ,,,,,,,
,,,,,,,,,,Or somethin’ I did,,,,,,,
,,,,,,,,,,Was it even ‘bout me or ,,,,,,,
,,,,,,,,,,Was it 'bout him n’,,,,,,,
,,,,,,,,,,You can’t see through,,,,,,,
,,,,,,,,,,Can’t see past,,,,,,,
,,,,,,,,,,The way I was,,,,,,,
,,,,,,,,,,The way I’d act,,,,,,,
,,,,,,,,,,"Come back, baby, come back",,,,,,,
,,,,,,,,,,Come back - come back ,,,,,,,
,,,,,,,,,,I can make it right ,,,,,,,
,,,,,,,,,,Come back - come back ,,,,,,,
,,,,,,,,,,Look into my eyes,,,,,,,
,,,,,,,,,,I’ve changed inside ,,,,,,,
,,,,,,,,,,No act - no lie ,,,,,,,
,,,,,,,,,,"Baby, come back",,,,,,,
,,,,,,,,,,Whoa whoa whoa ,,,,,,,
,,,,,,,,,,Whoa whoa whoa ,,,,,,,
,,,,,,,,,,I’ve changed inside ,,,,,,,
,,,,,,,,,,No act - no lie ,,,,,,,
,,,,,,,,,,"Baby, come back",,,,,,,
,,,,,,,,,,Take a look at me ,,,,,,,
,,,,,,,,,,"Baby, I’m changed ",,,,,,,
,,,,,,,,,,Won’t take you so long ,,,,,,,
,,,,,,,,,,To see the ways,,,,,,,
,,,,,,,,,,I’m the man you thought I was ,,,,,,,
,,,,,,,,,,Back when we fell in love ,,,,,,,
,,,,,,,,,,That’s how I’ll stay,,,,,,,
,,,,,,,,,,Is there any way?,,,,,,,
,,,,,,,,,,"Come back, baby, please... ",,,,,,,
,,,,,,,,,,Baby please?,,,,,,,
,,,,,,,,,,Come back - come back ,,,,,,,
,,,,,,,,,,I can make it right ,,,,,,,
,,,,,,,,,,Come back - come back ,,,,,,,
,,,,,,,,,,Look into my eyes,,,,,,,
,,,,,,,,,,I’ve changed inside ,,,,,,,
,,,,,,,,,,No act - no lie ,,,,,,,
,,,,,,,,,,"Baby, come back",,,,,,,
,,,,,,,,,,Whoa whoa whoa ,,,,,,,
,,,,,,,,,,Whoa whoa whoa ,,,,,,,
,,,,,,,,,,I’ve changed inside ,,,,,,,
,,,,,,,,,,No act - no lies ,,,,,,,
,,,,,,,,,,"Baby, come back",,,,,,,
121721707,YOUR HEART POUNDIN',Lovin’ Loving,KLEIGH,124,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/Singer-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-23-00023,What do you think about standin' alone each day,922454349,,2025,,,,
,,,,,,,,,,Do any of the words I've said make their way to your brain,,,,,,,
,,,,,Let's please chat. ,,,,,To places where feelin's range like wild horses,,,,,,,
,,,,,,,,,,Runnin' free of fences - runnin' with the power of a train,,,,,,,
,,,,,ONE STOP ,,,,,I'm soakin' soggy sloppy - my body's wet as it can get n',,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,I don't see no way out (yet),,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,My head spins - I see you again n' again' ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Then I wake up in sweat ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Poundin' - soundin' in my head,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,I can't get out thoughts comin' in ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Wantin' you wantin' me wantin' to be in your bed,,,,,,,
,,,,,Several placements in past year.  ,,,,,Why do my thoughts seem to end,,,,,,,
,,,,,,,,,,When I feel your heart poundin'? (oh yeah),,,,,,,
,,,,,Thanks for listening! ,,,,,What do you think about layin' alone each night?,,,,,,,
,,,,,Greg,,,,,Where do you thoughts go? Do some make you cry?,,,,,,,
,,,,,,,,,,Last time I saw you I couldn't say anything right,,,,,,,
,,,,,,,,,,Now we're apart - lyin' awake in the same pain...I'm dreamin',,,,,,,
,,,,,,,,,,"(oh, I'm Screamin' (yeah)",,,,,,,
,,,,,,,,,,I'm soakin' soggy sloppy - my body's wet as it can get n',,,,,,,
,,,,,,,,,,I don't see no way out yet,,,,,,,
,,,,,,,,,,My head spins - I see you again n' again' n',,,,,,,
,,,,,,,,,,I wake up in sweat ,,,,,,,
,,,,,,,,,,Poundin' - soundin' in my head,,,,,,,
,,,,,,,,,,Can't get out thoughts comin' in ,,,,,,,
,,,,,,,,,,Wantin' you wantin' me wantin' to be in your bed ,,,,,,,
,,,,,,,,,,Why do my thoughts seem to end,,,,,,,
,,,,,,,,,,When I feel your heart poundin' (oh yeah),,,,,,,
,,,,,,,,,,Steamin' - dreamin' - I'm screamin' - out your name ,,,,,,,
,,,,,,,,,,Flyin' face to the wind - not carin' where or when,,,,,,,
,,,,,,,,,,All ya' gotta do is say my name ,,,,,,,
,,,,,,,,,,"When it pours, I'll stop the rain",,,,,,,
,,,,,,,,,,I'm soakin' soggy sloppy - my body's wet as it can get n',,,,,,,
,,,,,,,,,,I don't see no way out yet,,,,,,,
,,,,,,,,,,My head spins - I see you again n' again' n',,,,,,,
,,,,,,,,,,I wake up in sweat ,,,,,,,
,,,,,,,,,,Poundin' - soundin' in my head,,,,,,,
,,,,,,,,,,I can't get out thoughts comin' in ,,,,,,,
,,,,,,,,,,Wantin' you wantin' me wantin' to be in your bed,,,,,,,
,,,,,,,,,,Why do my thoughts seem to end,,,,,,,
,,,,,,,,,,When I feel your heart poundin',,,,,,,
,,,,,,,,,, When I feel your heart poundin',,,,,,,
,,,,,,,,,,I can't get out thoughts comin' in ,,,,,,,
,,,,,,,,,,Wantin' you wantin' me wantin' to be in your bed ,,,,,,,
,,,,,,,,,,Why do my thoughts always end,,,,,,,
,,,,,,,,,,When I feel your heart poundin',,,,,,,
,,,,,,,,,,Your heart poundin’,,,,,,,
,,,,,,,,,,Your heart poundin’,,,,,,,
,,,,,,,,,,Love how that’s soundin’,,,,,,,
121721708,FRIEND LIKE YOU,Still Walking,KLEIGH,94,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/Singer-Songwriter/Minimal,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,QZ-GD6-25-00600,Had wolves circlin' 'round me,925435956,,2025,,,,
,,,,,,,,,,Like I was somethin' to tear... up (was),,,,,,,
,,,,,Let's please chat. ,,,,,Wonderin' if I'd even be enough (for 'em) ,,,,,,,
,,,,,,,,,,"You know, that kind'a thoughts (You)",,,,,,,
,,,,,ONE STOP ,,,,,Came to my aid - Led me away ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Feel saved n' amazed  - been repaid (see),,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Best friends come through - on cue (too),,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,There's no pretend-----with a friend like you ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Look  up at the night's light,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,One special star's shines - always bright,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Even on the darkest night (might),,,,,,,
,,,,,Several placements in past year.  ,,,,,Lose sight but the twinkle's fine,,,,,,,
,,,,,,,,,,Came to my aid - Led me away ,,,,,,,
,,,,,Thanks for listening! ,,,,,Feel saved n' amazed - been repaid (see),,,,,,,
,,,,,Greg,,,,,Best friends come through -  on cue (too),,,,,,,
,,,,,,,,,,There's no pretend-----with a friend like you ,,,,,,,
,,,,,,,,,,'Long comes your hand like it was planned,,,,,,,
,,,,,,,,,,Right on time - swung from a vine,,,,,,,
,,,,,,,,,,Unafraid - in a cape  ,,,,,,,
,,,,,,,,,,Steady - ready - deft--ly ,,,,,,,
,,,,,,,,,,Came to my aid - Led me away ,,,,,,,
,,,,,,,,,,Feel saved n' amazed - been repaid (see),,,,,,,
,,,,,,,,,,Best friends come through -  on cue (too),,,,,,,
,,,,,,,,,,There's no pretend-----with a friend like you ,,,,,,,
,,,,,,,,,,Came to my aid - Led me away,,,,,,,
,,,,,,,,,,Came to my aid - Led me away,,,,,,,
,,,,,,,,,,Came to my aid - Led me away ,,,,,,,
121721711,LOVE RENEWS,Still Walking,KLEIGH,116,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/SInger-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00388,I keep wond’rin’ about us two,922854161,,2025,,,,
,,,,,,,,,,How to do more for you,,,,,,,
,,,,,Let's please chat. ,,,,,"See, I’ve made mistakes all along n'",,,,,,,
,,,,,,,,,,Fightin’ through made us strong n',,,,,,,
,,,,,ONE STOP ,,,,,Life moves on n' before so long,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,We win or we lose as we choose ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Like we knew the clues ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Few do ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,You say love is forever (so),,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,What else can we truly treasure,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Times come n’ we either grow (or),,,,,,,
